year,month,adr
2017,January,44.0
2017,January,136.0
2017,January,78.0
2017,January,44.0
2017,January,48.0
2017,January,0.0
2017,January,66.4
2017,January,80.4
2017,January,66.4
2017,January,47.0
2017,January,47.0
2017,January,44.0
2017,January,62.0
2017,January,48.0
2017,January,69.0
2017,January,48.0
2017,January,37.94
2017,January,69.0
2017,January,33.94
2017,January,44.0
2017,January,100.0
2017,January,48.0
2017,January,51.0
2017,January,93.0
2017,January,64.0
2017,January,44.0
2017,January,0.0
2017,January,62.0
2017,January,39.6
2017,January,42.0
2017,January,89.0
2017,January,37.8
2017,January,37.8
2017,January,43.0
2017,January,44.0
2017,January,34.0
2017,January,34.0
2017,January,105.0
2017,June,130.5
2017,January,91.75
2017,January,44.0
2017,January,44.0
2017,January,52.0
2017,January,43.0
2017,January,34.44
2017,January,30.99
2017,January,48.0
2017,January,30.0
2017,January,34.0
2017,January,51.6
2017,January,68.0
2017,January,30.0
2017,January,42.0
2017,January,34.4
2017,January,40.24
2017,January,48.0
2017,January,38.0
2017,January,65.84
2017,January,90.6
2017,January,65.84
2017,January,39.76
2017,January,38.4
2017,January,42.0
2017,January,35.0
2017,January,43.0
2017,January,48.0
2017,January,55.0
2017,January,78.0
2017,January,68.0
2017,January,43.5
2017,January,48.6
2017,March,60.0
2017,January,43.0
2017,January,78.0
2017,January,54.0
2017,January,34.0
2017,January,44.0
2017,January,66.6
2017,January,40.81
2017,January,44.0
2017,January,43.0
2017,January,43.0
2017,January,48.0
2017,January,68.0
2017,January,43.0
2017,January,30.0
2017,January,30.0
2017,January,30.0
2017,January,30.0
2017,January,30.0
2017,January,30.0
2017,January,44.0
2017,January,68.0
2017,January,43.0
2017,January,66.0
2017,January,35.11
2017,January,48.0
2017,January,47.0
2017,January,47.0
2017,January,64.0
2017,January,64.0
2017,January,39.0
2017,January,43.0
2017,January,39.0
2017,February,45.0
2017,January,43.0
2017,January,43.0
2017,February,43.0
2017,February,68.0
2017,March,70.0
2017,April,115.0
2017,May,66.0
2017,June,75.0
2017,January,35.0
2017,January,44.0
2017,January,39.0
2017,January,39.0
2017,January,35.11
2017,January,44.0
2017,January,34.0
2017,January,34.0
2017,January,34.0
2017,January,48.0
2017,January,34.0
2017,January,34.0
2017,January,34.0
2017,January,34.0
2017,January,44.0
2017,January,34.0
2017,January,44.0
2017,January,51.4
2017,January,34.0
2017,January,65.0
2017,January,42.0
2017,January,34.0
2017,January,30.0
2017,January,86.0
2017,January,47.0
2017,May,50.0
2017,January,70.64
2017,January,34.0
2017,January,34.4
2017,January,38.4
2017,January,34.0
2017,January,44.64
2017,January,38.4
2017,January,40.0
2017,January,82.0
2017,January,48.0
2017,January,44.41
2017,January,48.0
2017,January,48.0
2017,January,37.0
2017,January,37.0
2017,January,55.8
2017,January,44.0
2017,January,48.0
2017,January,35.95
2017,January,37.0
2017,January,46.64
2017,January,48.0
2017,January,38.4
2017,January,43.0
2017,January,0.0
2017,January,0.0
2017,January,50.0
2017,January,67.0
2017,January,53.06
2017,January,53.06
2017,January,48.0
2017,January,68.0
2017,January,68.0
2017,January,44.0
2017,January,45.0
2017,January,68.0
2017,January,68.0
2017,January,68.0
2017,January,68.0
2017,January,68.0
2017,January,68.0
2017,January,68.0
2017,January,100.0
2017,January,68.0
2017,January,100.0
2017,January,100.0
2017,January,100.0
2017,January,100.0
2017,January,100.0
2017,January,100.0
2017,January,100.0
2017,January,0.0
2017,January,100.0
2017,January,100.0
2017,January,0.0
2017,January,68.0
2017,January,68.0
2017,January,44.0
2017,January,56.0
2017,January,44.0
2017,January,96.0
2017,January,38.04
2017,January,36.04
2017,January,56.21
2017,January,59.71
2017,January,44.0
2017,January,53.4
2017,January,48.0
2017,May,92.25
2017,January,44.8
2017,January,44.0
2017,January,44.0
2017,January,55.0
2017,January,44.0
2017,January,44.0
2017,January,68.0
2017,January,48.0
2017,January,58.0
2017,January,44.0
2017,January,55.0
2017,January,75.0
2017,January,31.45
2017,January,39.0
2017,January,48.0
2017,January,37.8
2017,January,65.0
2017,January,69.0
2017,January,114.0
2017,January,0.0
2017,January,34.0
2017,January,43.0
2017,January,43.0
2017,January,37.0
2017,January,34.0
2017,January,79.33
2017,January,42.0
2017,January,37.8
2017,January,58.0
2017,January,42.0
2017,January,58.0
2017,January,76.0
2017,January,75.0
2017,January,83.0
2017,May,90.0
2017,May,100.0
2017,May,105.0
2017,January,70.0
2017,January,37.8
2017,January,47.8
2017,January,68.0
2017,January,69.0
2017,January,35.0
2017,January,35.0
2017,February,35.0
2017,January,51.89
2017,January,43.8
2017,January,35.0
2017,January,69.33
2017,January,45.8
2017,January,37.8
2017,January,35.0
2017,January,49.9
2017,January,42.0
2017,January,42.0
2017,January,0.0
2017,May,117.6
2017,May,72.5
2017,January,68.0
2017,January,45.0
2017,January,55.0
2017,January,68.0
2017,January,55.0
2017,February,36.0
2017,January,88.0
2017,January,55.0
2017,January,0.0
2017,January,35.0
2017,January,0.0
2017,January,0.0
2017,January,0.0
2017,January,0.0
2017,January,0.0
2017,January,0.0
2017,January,60.0
2017,January,55.0
2017,January,55.0
2017,January,44.0
2017,January,35.0
2017,January,35.0
2017,January,35.0
2017,January,48.75
2017,January,48.75
2017,January,65.0
2017,January,65.0
2017,January,54.4
2017,January,55.0
2017,January,37.0
2017,January,67.0
2017,January,42.0
2017,January,44.0
2017,January,55.0
2017,January,55.0
2017,January,57.0
2017,January,30.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,52.0
2017,March,67.0
2017,April,71.0
2017,May,75.0
2017,January,52.0
2017,January,35.0
2017,January,52.0
2017,January,52.0
2017,January,55.0
2017,January,49.7
2017,January,55.0
2017,January,27.5
2017,January,55.0
2017,January,55.0
2017,January,58.0
2017,January,62.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,47.25
2017,January,45.0
2017,January,60.0
2017,January,55.0
2017,January,55.0
2017,January,60.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,27.5
2017,January,27.5
2017,January,55.0
2017,January,27.5
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,62.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,57.33
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,55.0
2017,January,66.0
2017,January,47.76
2017,January,40.32
2017,January,43.0
2017,January,30.0
2017,January,35.0
2017,January,30.0
2017,January,64.0
2017,January,64.0
2017,January,30.0
2017,January,30.0
2017,January,30.0
2017,January,60.0
2017,January,43.0
2017,January,62.0
2017,January,34.82
2017,January,82.0
2017,January,88.86
2017,January,100.5
2017,January,48.0
2017,January,48.0
2017,January,77.0
2017,January,48.0
2017,January,48.0
2017,January,48.0
2017,January,48.0
2017,January,44.66
2017,January,45.0
2017,January,44.11
2017,January,75.0
2017,January,60.0
2017,January,60.0
2017,January,53.4
2017,January,45.0
2017,January,43.0
2017,January,62.4
2017,January,62.4
2017,January,49.1
2017,January,88.9
2017,January,94.0
2017,January,43.0
2017,January,43.0
2017,January,30.0
2017,January,40.0
2017,January,45.0
2017,February,48.0
2017,January,80.0
2017,January,43.0
2017,February,43.0
2017,February,43.0
2017,January,90.0
2017,January,48.0
2017,January,48.0
2017,January,55.0
2017,January,96.0
2017,January,55.0
2017,January,45.0
2017,January,0.0
2017,January,65.0
2017,January,65.0
2017,January,55.0
2017,January,88.4
2017,January,42.0
2017,January,45.0
2017,January,67.0
2017,January,82.0
2017,January,48.0
2017,January,48.0
2017,January,34.0
2017,January,49.1
2017,January,49.1
2017,January,77.0
2017,January,54.0
2017,January,0.0
2017,January,57.8
2017,January,81.76
2017,January,55.6
2017,January,34.0
2017,January,57.6
2017,January,60.0
2017,January,89.0
2017,January,94.0
2017,January,89.0
2017,January,48.0
2017,January,107.0
2017,January,48.0
2017,January,48.0
2017,January,57.8
2017,January,68.0
2017,January,42.43
2017,January,0.0
2017,January,82.0
2017,January,82.0
2017,January,75.6
2017,January,37.8
2017,January,48.0
2017,January,35.0
2017,January,35.0
2017,February,35.0
2017,March,40.0
2017,May,76.0
2017,January,37.0
2017,January,57.06
2017,January,35.0
2017,January,43.0
2017,January,44.0
2017,January,42.0
2017,January,52.0
2017,January,50.96
2017,January,55.0
2017,January,65.0
2017,January,35.0
2017,January,40.0
2017,January,43.0
2017,January,38.5
2017,January,30.0
2017,January,45.0
2017,January,48.0
2017,January,58.0
2017,January,60.0
2017,January,76.0
2017,January,88.0
2017,January,39.0
2017,January,44.0
2017,January,70.0
2017,January,30.0
2017,April,75.0
2017,May,45.0
2017,January,38.5
2017,January,82.0
2017,January,35.0
2017,March,35.0
2017,January,48.0
2017,January,55.0
2017,January,43.0
2017,January,51.9
2017,January,69.0
2017,January,34.0
2017,January,4.0
2017,January,37.8
2017,January,92.0
2017,January,44.0
2017,January,45.0
2017,January,39.6
2017,January,33.26
2017,January,48.0
2017,January,43.0
2017,January,43.0
2017,January,43.0
2017,January,40.0
2017,January,35.0
2017,January,35.0
2017,January,35.0
2017,January,35.0
2017,January,35.0
2017,January,35.0
2017,February,54.0
2017,March,38.0
2017,March,35.0
2017,March,35.0
2017,January,75.34
2017,January,70.0
2017,January,88.0
2017,January,48.0
2017,January,66.0
2017,January,60.0
2017,January,66.0
2017,January,59.5
2017,January,69.99
2017,January,48.0
2017,January,149.0
2017,January,43.0
2017,January,45.29
2017,February,45.67
2017,January,66.0
2017,January,68.0
2017,January,68.0
2017,January,67.87
2017,January,35.0
2017,February,35.0
2017,March,35.0
2017,May,65.0
2017,June,121.5
2017,January,35.0
2017,February,35.0
2017,August,135.0
2017,January,40.0
2017,January,40.0
2017,May,63.9
2017,January,48.0
2017,January,65.0
2017,January,35.0
2017,March,35.0
2017,April,45.0
2017,May,45.0
2017,January,48.0
2017,January,48.0
