year,month,adr
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,42.5
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,54.5
2016,May,52.2
2016,May,46.98
2016,May,84.96
2016,May,46.75
2016,May,74.76
2016,May,55.83
2016,May,74.76
2016,May,56.11
2016,May,71.7
2016,May,48.98
2016,May,64.0
2016,May,46.98
2016,May,48.98
2016,May,31.45
2016,May,37.4
2016,May,0.0
2016,May,37.56
2016,May,40.76
2016,May,79.2
2016,May,65.4
2016,May,50.59
2016,May,41.62
2016,May,48.75
2016,May,39.0
2016,May,58.95
2016,May,82.96
2016,May,39.95
2016,May,65.7
2016,May,46.0
2016,May,46.0
2016,May,30.0
2016,May,30.0
2016,May,46.0
2016,May,46.0
2016,May,52.2
2016,May,70.0
2016,May,80.16
2016,May,58.0
2016,May,48.0
2016,May,48.0
2016,May,50.0
2016,May,48.0
2016,May,54.0
2016,May,48.0
2016,May,48.0
2016,May,48.0
2016,May,48.0
2016,May,50.0
2016,May,48.0
2016,May,0.0
2016,May,63.36
2016,May,118.0
2016,May,124.0
2016,May,58.95
2016,May,58.95
2016,May,0.0
2016,May,42.0
2016,May,130.0
2016,May,43.19
2016,May,43.76
2016,May,59.93
2016,May,85.0
2016,May,42.5
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,0.0
2016,May,79.2
2016,May,46.4
2016,May,54.0
2016,May,41.4
2016,May,63.0
2016,May,87.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,87.0
2016,May,85.0
2016,May,54.5
2016,May,87.0
2016,May,85.0
2016,May,85.0
2016,May,0.0
2016,May,87.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,56.5
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,52.2
2016,May,52.2
2016,May,44.45
2016,May,46.75
2016,May,74.76
2016,May,46.75
2016,May,46.98
2016,May,48.08
2016,May,46.98
2016,May,46.98
2016,May,46.98
2016,May,41.75
2016,May,46.4
2016,May,37.4
2016,May,37.4
2016,May,5.25
2016,May,63.36
2016,May,46.98
2016,May,0.0
2016,May,39.83
2016,May,39.83
2016,May,41.33
2016,May,58.95
2016,May,50.02
2016,May,84.96
2016,May,0.0
2016,May,0.0
2016,May,135.6
2016,May,89.3
2016,May,65.0
2016,May,66.0
2016,May,76.76
2016,May,113.57
2016,May,74.76
2016,May,50.88
2016,May,72.0
2016,May,85.2
2016,May,66.0
2016,May,107.0
2016,May,79.3
2016,May,52.98
2016,May,68.0
2016,May,67.6
2016,May,67.67
2016,May,67.67
2016,May,66.0
2016,May,66.0
2016,May,45.0
2016,May,66.0
2016,May,66.0
2016,May,66.0
2016,May,66.0
2016,May,60.0
2016,May,69.0
2016,May,66.0
2016,May,66.0
2016,May,70.29
2016,May,71.14
2016,May,66.75
2016,May,66.0
2016,May,53.87
2016,May,52.2
2016,May,60.0
2016,May,79.13
2016,May,79.13
2016,May,101.7
2016,May,46.0
2016,May,66.0
2016,May,66.0
2016,May,65.0
2016,May,52.0
2016,May,66.0
2016,May,66.0
2016,May,46.0
2016,May,65.0
2016,May,40.0
2016,May,71.96
2016,May,66.0
2016,May,60.0
2016,May,64.0
2016,May,60.0
2016,May,96.0
2016,May,72.0
2016,May,60.0
2016,May,60.0
2016,May,101.0
2016,May,60.0
2016,May,66.0
2016,May,64.0
2016,May,62.0
2016,May,66.0
2016,May,72.0
2016,May,66.0
2016,May,66.0
2016,May,60.0
2016,May,66.0
2016,May,68.0
2016,May,60.0
2016,May,60.0
2016,May,66.0
2016,May,66.0
2016,May,60.0
2016,May,60.0
2016,May,46.0
2016,May,60.0
2016,May,60.0
2016,May,72.0
2016,May,46.5
2016,May,80.0
2016,May,6.0
2016,May,60.0
2016,May,60.0
2016,May,60.0
2016,May,60.0
2016,May,115.0
2016,May,43.78
2016,May,87.46
2016,May,87.46
2016,May,60.0
2016,May,59.28
2016,May,62.48
2016,May,57.28
2016,May,57.28
2016,May,62.48
2016,May,60.0
2016,May,42.5
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,54.5
2016,May,54.5
2016,May,85.0
2016,May,85.0
2016,May,54.5
2016,May,85.0
2016,May,54.5
2016,May,54.5
2016,May,87.0
2016,May,46.93
2016,May,85.0
2016,May,85.0
2016,May,85.0
2016,May,76.86
2016,May,82.83
2016,May,99.0
2016,May,52.58
2016,May,0.0
2016,May,0.0
2016,May,0.0
2016,May,57.0
2016,May,66.34
2016,May,68.06
2016,May,66.34
2016,May,58.95
2016,May,95.04
2016,May,83.0
2016,May,48.71
2016,May,131.5
2016,May,87.49
2016,May,46.75
2016,May,57.34
2016,May,64.9
2016,May,64.9
2016,May,88.5
2016,June,148.0
2016,June,64.0
2016,June,64.9
2016,June,58.1
2016,June,82.0
2016,June,97.5
2016,June,109.5
2016,June,77.85
2016,June,59.0
2016,June,92.7
2016,June,60.9
2016,June,90.9
2016,June,77.84
2016,June,53.55
2016,June,72.98
2016,June,64.9
2016,June,79.84
2016,June,99.0
2016,June,95.73
2016,June,78.5
2016,June,50.88
2016,June,78.5
2016,June,102.3
2016,June,87.5
2016,June,55.44
2016,June,56.52
2016,June,105.56
2016,June,64.8
2016,June,72.0
2016,June,53.85
2016,June,81.0
2016,June,99.0
2016,June,81.0
2016,June,113.0
2016,June,77.85
2016,June,58.0
2016,June,62.48
2016,June,0.0
2016,June,99.0
2016,June,65.83
2016,June,53.12
2016,June,53.12
2016,June,67.54
2016,June,51.85
2016,June,88.9
2016,June,81.0
2016,June,81.0
2016,June,57.15
2016,June,59.31
2016,June,55.44
2016,June,102.35
2016,June,69.71
2016,June,98.6
2016,June,113.0
2016,June,147.0
2016,June,77.64
2016,June,121.5
2016,June,77.64
2016,June,72.0
2016,June,59.6
2016,June,103.2
2016,June,78.5
2016,June,75.65
2016,June,85.5
2016,June,85.5
2016,June,85.0
2016,June,85.0
2016,June,65.75
2016,June,60.35
2016,June,60.35
2016,June,72.0
2016,June,84.0
2016,June,156.75
2016,June,79.84
2016,June,68.0
2016,June,64.8
2016,June,85.5
2016,June,100.3
2016,June,135.0
2016,June,141.67
2016,June,106.0
2016,June,92.36
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,76.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,92.0
2016,June,76.0
2016,June,92.0
2016,June,92.0
2016,June,0.0
2016,June,79.0
2016,June,85.5
2016,June,73.5
2016,June,56.72
2016,June,94.0
2016,June,179.0
2016,June,99.0
2016,June,53.84
2016,June,70.0
2016,June,76.5
2016,June,85.3
2016,June,90.0
2016,June,179.0
2016,June,100.29
2016,June,126.64
2016,June,150.71
2016,June,120.0
2016,June,145.25
2016,June,85.3
2016,June,73.49
2016,June,93.96
2016,June,120.16
2016,June,57.25
2016,June,98.0
2016,June,96.0
2016,June,60.29
2016,June,60.29
2016,June,60.29
2016,June,59.8
2016,June,85.3
2016,June,62.9
2016,June,80.2
2016,July,169.0
2016,July,135.25
2016,July,83.0
2016,July,59.8
2016,July,59.8
2016,July,59.8
2016,July,110.0
2016,July,74.0
2016,July,81.9
2016,July,81.0
2016,July,1.8
2016,July,112.2
2016,July,111.3
2016,July,93.0
2016,July,163.2
2016,July,72.9
2016,July,83.8
2016,July,83.8
2016,July,128.35
2016,July,105.2
2016,July,128.35
2016,July,113.3
2016,July,55.65
2016,July,111.3
2016,July,91.81
2016,July,117.0
2016,July,101.0
2016,July,97.2
2016,July,108.0
2016,July,131.75
2016,July,142.5
2016,July,120.8
2016,July,93.77
2016,July,85.05
2016,July,136.73
2016,July,72.9
2016,July,72.9
2016,July,72.9
2016,July,142.5
2016,July,112.63
2016,July,84.9
2016,July,127.5
2016,July,123.43
2016,July,175.0
2016,July,127.71
2016,July,123.64
2016,July,152.86
2016,July,118.57
2016,July,116.57
2016,July,116.57
2016,July,97.2
2016,July,100.2
2016,July,137.43
2016,July,169.5
2016,July,92.1
2016,July,170.0
2016,July,139.0
2016,July,128.0
2016,July,165.0
2016,July,136.0
2016,July,128.0
2016,July,113.05
2016,July,113.05
2016,July,132.17
2016,July,128.0
2016,July,204.0
2016,August,170.0
2016,August,153.25
2016,August,165.25
2016,August,116.1
2016,August,130.55
2016,August,130.55
2016,August,140.76
2016,August,143.3
2016,August,126.0
2016,August,299.0
2016,August,172.0
2016,August,216.0
2016,August,116.1
2016,August,116.1
2016,August,169.36
2016,August,159.5
2016,August,132.56
2016,August,216.0
2016,August,126.0
2016,August,126.0
2016,August,126.0
2016,August,236.67
2016,August,126.0
2016,August,140.16
2016,August,59.8
2016,August,120.1
2016,August,117.19
2016,August,161.0
2016,August,70.0
2016,August,57.8
2016,August,199.0
2016,August,169.5
2016,August,239.1
2016,August,85.3
2016,August,85.3
2016,August,109.3
2016,August,142.1
2016,August,68.61
2016,August,55.68
2016,August,85.88
2016,August,82.88
2016,August,0.0
2016,August,57.68
2016,August,71.4
2016,August,57.8
2016,August,81.9
2016,August,86.46
2016,August,117.48
2016,September,153.0
2016,September,57.8
2016,September,90.06
2016,September,57.54
2016,September,70.0
2016,September,88.2
2016,September,100.0
2016,September,64.8
2016,September,59.8
2016,September,86.4
2016,September,90.8
2016,September,101.43
2016,September,100.0
2016,September,57.8
2016,September,87.8
2016,September,120.0
2016,September,175.5
2016,September,95.16
2016,September,54.5
2016,September,105.02
2016,September,161.75
2016,September,81.0
2016,September,96.0
2016,September,130.5
2016,September,77.85
2016,September,142.55
2016,September,62.9
2016,September,87.8
2016,September,78.36
2016,September,92.9
2016,September,112.48
2016,September,53.85
2016,September,0.0
2016,September,51.85
2016,September,73.95
2016,September,75.95
2016,September,74.72
2016,September,120.0
2016,September,64.8
2016,September,62.9
2016,September,53.85
2016,September,76.5
2016,September,53.85
2016,September,69.43
2016,September,90.9
2016,September,59.4
2016,September,61.4
2016,September,61.4
2016,September,61.4
2016,September,59.4
2016,September,61.4
2016,September,114.0
2016,September,76.4
2016,September,66.0
2016,September,68.0
2016,September,71.0
2016,September,68.0
2016,September,78.0
2016,September,61.4
2016,September,66.0
2016,September,66.0
2016,September,60.0
2016,September,68.0
2016,September,66.0
2016,September,70.0
2016,September,74.0
2016,September,78.0
2016,September,68.0
2016,September,74.0
2016,September,74.0
2016,September,66.0
2016,September,60.0
2016,September,66.0
2016,September,74.0
2016,September,62.0
2016,September,110.5
2016,September,66.0
2016,September,66.0
2016,September,60.0
2016,September,60.0
2016,September,68.0
2016,September,68.0
2016,September,68.0
2016,September,60.0
2016,September,73.2
2016,September,66.0
2016,September,73.2
2016,September,60.0
2016,September,60.0
2016,September,78.5
2016,September,64.9
2016,September,53.85
2016,September,96.4
2016,September,92.9
2016,September,102.0
2016,September,48.75
2016,September,46.75
2016,September,48.75
2016,September,46.75
2016,September,58.95
2016,September,71.9
2016,September,71.9
2016,September,51.85
2016,September,53.85
2016,September,68.6
2016,September,51.85
2016,September,51.85
2016,September,92.0
2016,September,94.0
2016,September,70.5
2016,September,72.5
2016,September,70.5
2016,September,60.25
2016,September,57.0
2016,September,56.5
2016,September,72.5
2016,September,70.5
2016,September,94.0
2016,September,92.0
2016,September,92.0
2016,September,92.0
2016,September,70.85
2016,September,70.5
2016,September,70.5
2016,September,70.5
2016,September,60.25
2016,September,72.5
2016,September,92.0
2016,September,92.0
2016,September,92.0
2016,September,92.0
2016,September,70.5
2016,September,70.5
2016,September,92.0
2016,September,92.0
2016,September,70.5
2016,September,62.25
2016,September,85.6
2016,September,46.75
2016,September,46.75
2016,September,69.71
2016,September,87.0
2016,September,87.0
2016,September,89.0
2016,September,79.42
2016,September,86.4
2016,September,70.0
2016,September,89.0
2016,September,87.0
2016,September,99.0
2016,September,68.0
2016,September,74.62
2016,September,22.4
2016,September,110.36
2016,September,110.36
2016,September,36.0
2016,October,79.8
2016,October,37.4
2016,October,48.0
2016,October,54.0
2016,October,50.0
2016,October,48.0
2016,October,48.0
2016,October,54.0
2016,October,48.0
2016,October,66.0
2016,October,42.0
2016,October,52.0
2016,October,48.0
2016,October,48.0
2016,October,48.0
2016,October,54.0
2016,October,42.0
2016,October,48.0
2016,October,48.0
2016,October,50.0
2016,October,44.0
2016,October,54.0
2016,October,48.0
2016,October,48.0
2016,October,48.0
2016,October,48.0
2016,October,54.0
2016,October,48.0
2016,October,48.0
2016,October,80.4
2016,October,67.78
2016,October,48.0
2016,October,72.0
2016,October,88.4
2016,October,91.8
2016,October,100.0
2016,October,66.28
2016,October,67.99
2016,October,42.81
2016,October,66.28
2016,October,66.28
2016,October,42.81
2016,October,44.81
2016,October,67.99
2016,October,67.99
2016,October,66.28
2016,October,66.28
2016,October,67.99
2016,October,67.99
2016,October,67.99
2016,October,67.99
2016,October,68.0
2016,October,95.0
2016,October,66.0
2016,October,80.81
2016,October,44.36
2016,October,66.0
2016,October,46.36
2016,October,80.81
2016,October,60.0
2016,October,66.0
2016,October,66.0
2016,October,66.0
2016,October,66.0
2016,October,66.0
2016,October,66.0
2016,October,60.0
2016,October,60.0
2016,October,66.0
2016,October,60.0
2016,October,66.0
2016,October,66.0
2016,October,60.0
2016,October,66.0
2016,October,66.0
2016,October,60.0
2016,October,72.0
2016,October,60.0
2016,October,60.0
2016,October,66.0
2016,October,66.0
2016,October,137.0
2016,October,68.0
2016,October,66.0
2016,October,72.0
2016,October,66.0
2016,October,66.0
2016,October,74.0
2016,October,101.0
2016,October,60.0
2016,October,72.0
2016,October,66.0
2016,October,86.0
2016,October,66.0
2016,October,66.0
2016,October,60.0
2016,October,68.0
2016,October,86.0
2016,October,66.0
2016,October,66.0
2016,October,72.0
2016,October,66.0
2016,October,72.0
2016,October,72.0
2016,October,66.0
2016,October,66.0
2016,October,66.0
2016,October,72.0
2016,October,66.0
2016,October,71.56
2016,October,71.56
2016,October,80.81
2016,October,80.81
2016,October,80.81
2016,October,80.81
2016,October,80.81
2016,October,71.56
2016,October,44.36
2016,October,71.36
2016,October,80.81
2016,October,71.56
2016,October,46.36
2016,October,80.81
2016,October,141.7
2016,October,49.0
2016,October,55.0
2016,October,55.0
2016,October,49.0
2016,October,79.0
2016,October,51.0
2016,October,57.0
2016,October,49.0
2016,October,49.0
2016,October,49.0
2016,October,129.0
2016,October,92.4
2016,October,40.0
2016,October,40.0
2016,October,48.0
2016,October,63.0
2016,October,68.0
2016,October,44.0
2016,October,57.55
2016,October,36.0
2016,October,44.0
2016,October,44.0
2016,October,0.0
2016,October,44.53
2016,November,75.0
2016,November,42.0
2016,November,66.0
2016,November,65.0
2016,November,42.4
2016,November,84.6
2016,December,85.5
2016,December,34.0
2016,December,37.8
2016,December,96.0
2016,December,57.6
2016,December,27.0
2016,December,27.0
2016,December,43.0
2016,December,45.0
2016,December,78.8
2016,December,71.25
2016,January,27.0
2016,January,28.5
2016,January,27.0
2016,January,27.0
2016,September,66.0
2016,January,27.0
2016,February,27.0
2016,November,27.0
2016,April,39.0
2016,February,27.0
2016,March,27.0
2016,September,66.0
2016,January,25.0
2016,March,40.0
2016,March,40.0
2016,June,65.0
2016,September,65.0
2016,March,27.0
2016,October,39.0
2016,June,90.0
2016,December,50.0
2016,September,58.0
2016,January,27.0
2016,April,42.0
2016,July,194.5
2016,March,30.0
2016,May,42.0
2016,September,80.0
2016,September,171.0
2016,March,0.0
2016,March,93.67
2016,December,217.5
2016,April,56.0
2016,January,27.0
2016,April,39.0
2016,August,196.0
2016,February,46.0
2016,April,62.0
2016,January,27.0
2016,January,33.0
2016,April,42.0
2016,October,50.0
2016,November,72.0
2016,February,30.0
2016,May,42.0
2016,September,126.0
2016,November,30.0
2016,January,44.0
2016,January,50.0
2016,June,50.0
2016,November,60.0
2016,April,56.4
2016,July,132.0
2016,September,90.8
2016,January,45.0
2016,March,33.0
2016,April,45.0
2016,June,71.0
2016,September,68.0
2016,November,33.0
2016,December,33.0
2016,February,40.0
2016,September,152.1
2016,July,0.0
2016,March,42.0
2016,February,30.0
2016,April,42.0
2016,July,126.0
2016,November,30.0
2016,September,56.0
2016,July,188.0
2016,September,179.0
2016,February,63.0
2016,April,0.0
2016,November,34.4
2016,February,43.0
2016,December,43.0
2016,July,133.0
2016,November,35.0
2016,January,30.0
2016,June,63.0
2016,November,30.0
2016,February,30.0
2016,January,40.0
2016,June,122.86
2016,April,80.8
2016,February,30.0
2016,April,42.0
2016,December,0.0
2016,March,30.0
2016,June,65.0
2016,April,39.0
2016,November,30.0
2016,September,167.5
2016,October,52.0
2016,November,40.0
2016,January,58.0
2016,March,87.0
2016,August,209.0
2016,January,30.0
2016,June,66.0
2016,December,48.8
2016,January,26.0
2016,February,30.0
2016,February,30.0
2016,March,30.0
2016,April,50.0
2016,April,50.0
2016,May,50.0
2016,June,65.0
2016,July,73.0
2016,July,73.0
2016,July,73.0
2016,September,65.0
2016,November,35.0
2016,December,30.0
2016,September,95.0
2016,April,75.0
2016,September,50.0
2016,July,110.0
2016,February,39.0
2016,April,47.7
2016,May,54.0
2016,October,50.0
2016,February,39.0
2016,October,78.42
2016,November,79.8
