year,month,adr
2015,July,123.0
2015,July,144.9
2015,July,153.0
2015,July,131.0
2015,July,100.0
2015,July,65.5
2015,July,123.0
2015,July,123.0
2015,July,131.0
2015,July,104.68
2015,July,166.0
2015,July,213.75
2015,July,178.0
2015,July,113.9
2015,July,129.29
2015,July,153.0
2015,July,98.0
2015,July,169.0
2015,July,132.29
2015,July,123.0
2015,July,117.22
2015,July,149.0
2015,July,107.0
2015,July,117.22
2015,July,119.25
2015,July,123.0
2015,July,123.0
2015,July,144.43
2015,July,148.3
2015,July,125.22
2015,July,123.0
2015,July,130.0
2015,July,133.16
2015,July,78.84
2015,July,80.1
2015,July,193.0
2015,July,88.2
2015,July,90.71
2015,July,114.5
2015,July,120.2
2015,July,79.5
2015,July,117.9
2015,July,90.95
2015,July,107.0
2015,July,130.05
2015,July,123.0
2015,July,103.8
2015,July,196.0
2015,July,149.4
2015,July,175.71
2015,July,119.7
2015,July,100.86
2015,July,82.0
2015,July,73.8
2015,July,117.9
2015,July,82.0
2015,July,150.0
2015,July,161.0
2015,July,64.0
2015,July,110.0
2015,July,88.2
2015,July,130.0
2015,July,88.2
2015,July,165.0
2015,July,114.0
2015,July,120.0
2015,July,120.0
2015,July,107.2
2015,July,120.0
2015,July,163.8
2015,July,153.0
2015,July,98.5
2015,July,119.7
2015,July,184.6
2015,July,181.22
2015,July,100.2
2015,July,134.25
2015,July,96.3
2015,July,83.09
2015,July,134.0
2015,July,8.0
2015,July,146.0
2015,July,111.15
2015,July,136.2
2015,July,101.8
2015,July,127.0
2015,July,161.5
2015,July,230.67
2015,July,180.0
2015,July,168.57
2015,July,107.0
2015,July,73.41
2015,July,109.9
2015,July,109.9
2015,July,187.5
2015,July,134.0
2015,July,106.9
2015,July,216.13
2015,July,107.0
2015,July,107.0
2015,July,107.0
2015,July,107.0
2015,July,107.0
2015,July,190.33
2015,July,107.0
2015,July,94.0
2015,July,98.75
2015,July,148.23
2015,July,94.0
2015,July,107.0
2015,July,107.0
2015,July,148.23
2015,July,0.0
2015,July,107.0
2015,July,107.0
2015,July,107.0
2015,July,107.0
2015,July,98.75
2015,July,120.6
2015,July,123.2
2015,July,169.0
2015,July,198.0
2015,July,135.6
2015,July,103.5
2015,July,184.0
2015,July,121.33
2015,July,150.2
2015,July,150.2
2015,July,75.44
2015,July,166.0
2015,July,130.0
2015,July,96.3
2015,July,160.0
2015,July,0.0
2015,July,127.25
2015,July,164.0
2015,July,144.5
2015,July,112.0
2015,July,155.5
2015,July,110.5
2015,July,144.5
2015,July,144.5
2015,July,123.0
2015,July,120.6
2015,July,107.6
2015,July,107.0
2015,July,133.75
2015,July,103.5
2015,July,84.8
2015,July,107.0
2015,July,107.0
2015,July,84.8
2015,July,107.0
2015,July,195.0
2015,July,164.0
2015,July,195.0
2015,July,125.0
2015,July,132.3
2015,July,145.0
2015,July,92.0
2015,July,132.3
2015,July,147.0
2015,July,167.0
2015,July,210.0
2015,July,194.9
2015,July,103.5
2015,July,118.5
2015,July,192.0
2015,July,128.27
2015,July,135.0
2015,July,126.3
2015,July,96.3
2015,July,126.3
2015,July,118.5
2015,July,116.33
2015,July,164.0
2015,July,147.67
2015,July,145.0
2015,July,147.0
2015,July,167.0
2015,July,137.75
2015,July,145.0
2015,July,132.6
2015,July,132.5
2015,July,98.02
2015,July,126.0
2015,July,173.0
2015,July,249.0
2015,July,186.5
2015,July,95.0
2015,July,241.5
2015,July,177.0
2015,July,153.73
2015,July,115.0
2015,July,128.25
2015,July,128.25
2015,July,115.0
2015,July,135.0
2015,July,135.0
2015,July,124.5
2015,July,98.0
2015,July,135.0
2015,July,120.6
2015,July,154.5
2015,July,92.0
2015,July,115.0
2015,July,131.37
2015,July,123.0
2015,July,117.84
2015,July,116.85
2015,July,129.16
2015,July,123.0
2015,July,123.0
2015,July,135.2
2015,July,123.0
2015,July,130.5
2015,July,123.0
2015,July,0.0
2015,July,0.0
2015,July,115.0
2015,July,115.0
2015,July,103.5
2015,July,157.0
2015,July,111.65
2015,July,104.0
2015,July,133.17
2015,July,121.01
2015,July,167.5
2015,July,152.43
2015,July,148.34
2015,July,167.0
2015,July,192.5
2015,July,141.6
2015,July,141.6
2015,July,141.6
2015,July,99.5
2015,July,103.5
2015,July,207.0
2015,July,163.33
2015,July,151.86
2015,July,95.57
2015,July,112.05
2015,July,160.0
2015,July,103.18
2015,July,153.0
2015,July,167.69
2015,July,0.0
2015,July,0.0
2015,July,154.0
2015,July,134.0
2015,July,194.0
2015,July,184.0
2015,July,101.46
2015,July,217.05
2015,July,164.0
2015,July,173.0
2015,July,153.0
2015,July,173.0
2015,July,153.0
2015,July,134.0
2015,July,153.0
2015,July,154.0
2015,July,173.0
2015,July,222.67
2015,July,107.0
2015,July,149.7
2015,July,107.0
2015,July,75.44
2015,July,75.44
2015,July,115.0
2015,July,154.0
2015,July,166.0
2015,July,132.5
2015,July,0.0
2015,July,133.0
2015,July,107.0
2015,July,117.81
2015,July,107.0
2015,July,147.0
2015,July,153.0
2015,July,118.0
2015,July,134.0
2015,July,135.0
2015,July,158.77
2015,July,134.0
2015,July,142.03
2015,July,240.0
2015,July,134.0
2015,July,147.0
2015,July,176.0
2015,July,147.0
2015,July,167.0
2015,July,107.2
2015,July,233.05
2015,July,90.12
2015,July,120.6
2015,July,114.25
2015,July,88.55
2015,July,195.0
2015,July,103.5
2015,July,115.0
2015,July,209.0
2015,July,180.0
2015,July,103.18
2015,July,174.01
2015,July,107.2
2015,July,0.0
2015,July,145.0
2015,July,145.0
2015,July,166.0
2015,July,115.0
2015,July,166.0
2015,July,162.0
2015,July,153.0
2015,July,133.2
2015,July,134.0
2015,July,107.0
2015,July,145.0
2015,July,145.0
2015,July,167.2
2015,July,130.0
2015,July,149.0
2015,July,154.0
2015,July,195.0
2015,July,107.2
2015,July,159.6
2015,July,120.6
2015,July,107.2
2015,July,102.72
2015,July,114.85
2015,July,114.85
2015,July,135.0
2015,July,107.0
2015,July,107.0
2015,July,164.0
2015,July,138.8
2015,July,135.0
2015,July,103.18
2015,July,90.95
2015,July,0.0
2015,July,146.0
2015,July,134.0
2015,July,157.0
2015,July,188.0
2015,July,145.0
2015,July,134.0
2015,July,90.95
2015,July,108.06
2015,July,107.0
2015,July,153.0
2015,July,250.33
2015,July,280.74
2015,July,193.0
2015,July,160.0
2015,July,125.89
2015,July,125.89
2015,July,0.0
2015,July,0.0
2015,July,188.0
2015,July,120.0
2015,July,192.0
2015,July,192.0
2015,July,219.5
2015,July,192.5
2015,July,57.6
2015,July,214.0
2015,July,157.8
2015,July,170.33
2015,July,119.25
2015,August,96.3
2015,August,211.0
2015,August,188.29
2015,August,185.0
2015,August,193.13
2015,August,172.0
2015,August,195.5
2015,August,186.0
2015,August,163.5
2015,August,180.28
2015,August,174.76
2015,August,116.85
2015,August,159.0
2015,August,0.0
2015,August,144.76
2015,August,162.14
2015,August,77.54
2015,August,0.0
2015,August,0.0
2015,August,172.0
2015,August,230.5
2015,August,230.5
2015,August,241.0
2015,August,90.95
2015,August,188.29
2015,August,90.95
2015,August,187.8
2015,August,0.0
2015,August,0.0
2015,August,171.9
2015,August,200.0
2015,August,148.25
2015,August,172.0
2015,August,172.0
2015,August,168.71
2015,August,172.0
2015,August,126.0
2015,August,268.0
2015,August,173.0
2015,August,149.2
2015,August,217.2
2015,August,181.5
2015,August,154.0
2015,August,173.0
2015,August,181.9
2015,August,0.0
2015,August,114.0
2015,August,226.0
2015,August,211.0
2015,August,191.0
2015,August,173.0
2015,August,134.0
2015,August,107.2
2015,August,221.0
2015,August,133.5
2015,August,205.0
2015,August,121.39
2015,August,171.9
2015,August,250.0
2015,August,208.0
2015,August,172.0
2015,August,157.59
2015,August,211.75
2015,August,246.0
2015,August,200.71
2015,August,252.0
2015,August,276.43
2015,August,133.0
2015,August,90.95
2015,August,138.0
2015,August,165.69
2015,August,195.0
2015,August,127.31
2015,August,134.0
2015,August,210.33
2015,August,211.0
2015,August,154.0
2015,August,179.38
2015,August,277.0
2015,August,104.0
2015,August,133.0
2015,August,130.0
2015,August,106.4
2015,August,0.0
2015,August,254.0
2015,August,221.0
2015,August,211.0
2015,August,129.0
2015,August,147.07
2015,August,179.1
2015,August,164.65
2015,August,233.0
2015,August,169.0
2015,August,0.0
2015,August,0.0
2015,August,154.0
2015,August,154.0
2015,August,156.73
2015,August,211.0
2015,August,200.7
2015,August,142.26
2015,August,129.41
2015,August,191.0
2015,August,252.0
2015,August,157.08
2015,August,258.33
2015,August,90.95
2015,August,90.95
2015,August,134.0
2015,August,172.0
2015,August,184.45
2015,August,158.0
2015,August,168.8
2015,August,255.0
2015,August,196.0
2015,August,87.91
2015,August,154.0
2015,August,243.0
2015,August,222.2
2015,August,243.0
2015,August,0.0
2015,August,203.0
2015,August,173.0
2015,August,172.0
2015,August,120.6
2015,August,172.0
2015,August,266.4
2015,August,236.0
2015,August,223.0
2015,August,178.67
2015,August,167.25
2015,August,166.0
2015,August,195.8
2015,August,160.0
2015,August,96.3
2015,August,107.0
2015,August,182.5
2015,August,157.0
2015,August,234.0
2015,August,242.5
2015,August,157.0
2015,August,131.2
2015,August,135.0
2015,August,248.0
2015,August,107.0
2015,August,299.33
2015,August,156.45
2015,August,107.0
2015,August,145.75
2015,August,200.71
2015,August,101.65
2015,August,107.0
2015,August,172.0
2015,August,172.0
2015,August,172.0
2015,August,172.0
2015,August,172.0
2015,August,172.0
2015,August,153.0
2015,August,214.0
2015,August,183.0
2015,August,134.0
2015,August,225.9
2015,August,131.1
2015,August,101.65
2015,August,133.0
2015,August,133.0
2015,August,172.0
2015,August,172.0
2015,August,229.67
2015,August,135.2
2015,August,121.5
2015,August,96.3
2015,August,96.3
2015,August,176.64
2015,August,179.86
2015,August,187.0
2015,August,134.0
2015,August,239.5
2015,August,0.0
2015,August,153.0
2015,August,166.0
2015,August,192.0
2015,August,120.6
2015,August,220.4
2015,August,8.0
2015,August,196.0
2015,August,0.0
2015,August,0.0
2015,August,200.0
2015,August,107.0
2015,August,163.23
2015,August,164.0
2015,August,176.8
2015,August,134.0
2015,August,163.35
2015,August,171.9
2015,August,171.9
2015,August,176.75
2015,August,123.0
2015,August,134.0
2015,August,146.0
2015,August,192.0
2015,August,183.0
2015,August,236.0
2015,August,178.33
2015,August,248.0
2015,August,188.71
2015,August,260.71
2015,August,222.0
2015,August,174.71
2015,August,116.85
2015,August,129.55
2015,August,172.0
2015,August,179.83
2015,August,160.43
2015,August,149.0
2015,August,146.3
2015,August,161.26
2015,August,195.45
2015,August,186.25
2015,August,162.29
2015,August,221.43
2015,August,133.0
2015,August,146.3
2015,August,218.5
2015,August,96.3
2015,August,96.3
2015,August,149.0
2015,August,191.67
2015,August,211.0
2015,August,149.4
2015,August,201.0
2015,August,134.0
2015,August,199.0
2015,August,112.5
2015,August,155.77
2015,August,131.7
2015,August,101.65
2015,August,113.47
2015,August,99.5
2015,August,153.0
2015,August,233.0
2015,August,153.0
2015,August,132.6
2015,August,154.0
2015,August,164.0
2015,August,261.4
2015,August,199.4
2015,August,199.4
2015,August,133.76
2015,August,164.0
2015,August,206.6
2015,August,0.0
2015,August,193.0
2015,August,96.3
2015,August,112.0
2015,August,116.85
2015,August,111.27
2015,August,153.0
2015,August,154.0
2015,August,134.0
2015,August,107.0
2015,August,79.5
2015,August,120.27
2015,August,75.53
2015,August,90.39
2015,August,155.86
2015,August,115.0
2015,August,195.0
2015,August,176.0
2015,August,120.6
2015,August,180.55
2015,August,179.0
2015,August,181.0
2015,August,122.0
2015,August,184.0
2015,August,127.67
2015,August,127.67
2015,August,114.13
2015,August,113.7
2015,August,120.6
2015,August,165.0
2015,August,120.6
2015,August,208.0
2015,August,166.5
2015,August,101.16
2015,August,109.83
2015,August,175.0
2015,August,98.63
2015,August,166.14
2015,August,150.71
2015,August,97.74
2015,August,97.5
2015,August,104.8
2015,August,134.0
2015,August,146.0
2015,August,103.18
2015,August,103.18
2015,August,164.0
2015,August,142.5
2015,August,77.5
2015,August,140.4
2015,August,112.0
2015,August,173.25
2015,August,146.0
2015,August,154.0
2015,August,103.5
2015,August,103.5
2015,August,115.2
2015,August,71.72
2015,August,106.8
2015,August,71.69
2015,August,136.2
2015,August,112.33
2015,August,112.33
2015,August,167.86
2015,August,103.07
2015,August,92.86
2015,August,128.0
2015,August,115.2
2015,August,80.55
2015,August,120.33
2015,August,126.67
2015,August,75.46
2015,August,96.33
2015,August,120.33
2015,August,98.0
2015,August,155.5
2015,August,122.6
2015,August,105.5
2015,August,126.29
2015,August,87.75
2015,August,113.55
2015,September,151.0
2015,September,134.67
2015,September,153.0
2015,September,119.0
2015,September,155.0
2015,September,109.0
2015,September,158.0
2015,September,128.0
2015,September,113.0
2015,September,128.0
2015,September,110.7
2015,September,101.03
2015,September,82.72
2015,September,110.71
2015,September,186.0
2015,September,114.19
2015,September,86.95
2015,September,113.0
2015,September,82.88
2015,September,134.0
2015,September,154.25
2015,September,71.69
2015,September,71.69
2015,September,150.71
2015,September,131.4
2015,September,90.4
2015,September,88.2
2015,September,88.2
2015,September,65.5
2015,September,88.2
2015,September,211.0
2015,September,80.0
2015,September,88.2
2015,September,88.2
2015,September,88.2
2015,September,109.5
2015,September,144.9
2015,September,79.5
2015,September,124.5
2015,September,123.0
2015,September,113.0
2015,September,123.0
2015,September,166.0
2015,September,79.5
2015,September,79.5
2015,September,79.5
2015,September,91.46
2015,September,153.0
2015,September,62.48
2015,September,124.1
2015,September,143.0
2015,September,131.0
2015,September,128.0
2015,September,167.0
2015,September,172.0
2015,September,146.0
2015,September,116.8
2015,September,79.5
2015,September,135.0
2015,September,176.0
2015,September,151.25
2015,September,168.0
2015,September,123.0
2015,September,153.0
2015,September,104.8
2015,September,183.0
2015,September,120.0
2015,September,97.5
2015,September,123.0
2015,September,171.0
2015,September,171.0
2015,September,156.0
2015,September,139.5
2015,September,113.0
2015,September,98.0
2015,September,107.5
2015,September,124.8
2015,September,153.0
2015,September,111.5
2015,September,98.0
2015,September,87.75
2015,September,83.7
2015,September,91.77
2015,September,0.0
2015,September,128.0
2015,September,71.69
2015,September,114.5
2015,September,98.0
2015,September,128.0
2015,September,98.0
2015,September,161.0
2015,September,79.5
2015,September,126.29
2015,September,105.5
2015,September,208.14
2015,September,79.5
2015,September,113.0
2015,September,163.0
2015,September,107.5
2015,September,97.5
2015,September,66.15
2015,September,111.96
2015,September,139.18
2015,September,83.15
2015,September,77.6
2015,September,144.9
2015,September,161.0
2015,September,131.0
2015,September,188.0
2015,September,64.29
2015,September,0.0
2015,September,75.96
2015,September,83.5
2015,September,131.0
2015,September,98.0
2015,September,101.53
2015,September,97.54
2015,September,91.5
2015,September,113.0
2015,September,133.0
2015,September,76.5
2015,September,146.0
2015,September,80.0
2015,September,68.5
2015,September,131.0
2015,September,146.0
2015,September,134.0
2015,September,86.69
2015,September,65.7
2015,September,77.7
2015,September,59.0
2015,September,76.5
2015,September,115.4
2015,September,158.4
2015,September,108.0
2015,September,70.98
2015,September,73.8
2015,September,82.44
2015,September,153.0
2015,September,57.54
2015,September,131.0
2015,September,0.0
2015,September,75.46
2015,September,75.46
2015,September,106.25
2015,September,85.0
2015,September,83.5
2015,September,48.88
2015,September,73.5
2015,September,101.5
2015,September,118.2
2015,September,66.15
2015,September,50.15
2015,September,112.42
2015,September,131.0
2015,September,68.5
2015,September,104.8
2015,September,117.9
2015,September,134.0
2015,September,113.0
2015,September,138.5
2015,September,146.0
2015,September,133.0
2015,September,153.0
2015,September,135.0
2015,September,111.2
2015,September,57.5
2015,September,77.11
2015,September,51.75
2015,September,141.5
2015,September,66.6
2015,September,58.05
2015,September,95.86
2015,September,68.45
2015,September,131.14
2015,September,72.25
2015,September,53.1
2015,September,123.0
2015,September,127.75
2015,September,122.75
2015,September,132.6
2015,September,124.0
2015,September,66.15
2015,September,93.21
2015,September,53.1
2015,September,105.0
2015,September,66.15
2015,September,73.5
2015,September,58.5
2015,September,132.0
2015,September,73.5
2015,September,212.83
2015,September,120.08
2015,September,160.8
2015,September,76.67
2015,September,100.5
2015,September,95.0
2015,September,103.51
2015,September,82.0
2015,September,160.0
2015,September,146.0
2015,September,55.79
2015,September,99.0
2015,September,73.5
2015,September,68.88
2015,September,71.66
2015,September,74.0
2015,September,74.0
2015,September,66.6
2015,September,8.0
2015,September,62.0
2015,September,79.0
2015,September,65.0
2015,September,58.5
2015,September,55.0
2015,September,74.0
2015,September,86.0
2015,September,129.0
2015,September,129.0
2015,September,83.0
2015,September,74.0
2015,September,66.6
2015,September,150.25
2015,September,92.0
2015,September,85.5
2015,September,71.2
2015,September,71.2
2015,September,71.2
2015,September,66.6
2015,September,0.0
2015,September,111.0
2015,September,106.2
2015,September,65.0
2015,September,65.0
2015,September,65.0
2015,September,65.0
2015,September,65.0
2015,September,74.0
2015,September,65.0
2015,September,74.0
2015,September,59.2
2015,September,73.5
2015,September,109.71
2015,September,90.43
2015,September,80.63
2015,September,45.9
2015,September,120.0
2015,September,114.0
2015,September,81.6
2015,September,113.0
2015,September,81.2
2015,September,99.5
2015,September,73.5
2015,September,85.0
2015,September,75.1
2015,September,59.0
2015,September,122.0
2015,September,120.0
2015,September,152.0
2015,September,127.0
2015,September,69.83
2015,September,102.93
2015,September,65.1
2015,September,96.26
2015,September,124.74
2015,September,104.0
2015,September,59.2
2015,September,138.29
2015,September,59.2
2015,September,116.0
2015,September,100.93
2015,September,74.93
2015,September,58.98
2015,September,58.93
2015,September,42.5
2015,September,68.5
2015,September,55.64
2015,September,74.0
2015,September,99.0
2015,September,90.0
2015,September,79.0
2015,September,89.0
2015,September,59.02
2015,September,79.5
2015,September,74.93
2015,September,89.14
2015,September,53.69
2015,September,114.48
2015,September,73.98
2015,September,99.5
2015,September,99.5
2015,September,59.2
2015,September,65.64
2015,September,89.0
2015,September,75.43
2015,September,77.73
2015,September,74.0
2015,September,80.63
2015,September,140.63
2015,September,108.65
2015,September,75.65
2015,September,108.85
2015,September,114.0
2015,September,56.98
2015,September,74.8
2015,September,87.86
2015,September,130.5
2015,September,64.0
2015,September,112.0
2015,September,75.5
2015,September,89.0
2015,September,80.1
2015,September,97.2
2015,September,76.3
2015,September,74.7
2015,September,55.43
2015,September,48.54
2015,September,83.8
2015,September,43.93
2015,September,80.0
2015,September,173.0
2015,September,80.0
2015,September,89.0
2015,September,108.5
2015,September,136.5
2015,September,96.5
2015,September,142.5
2015,September,89.0
2015,September,89.0
2015,September,72.14
2015,September,90.49
2015,September,53.68
2015,September,85.5
2015,September,80.08
2015,September,89.0
2015,September,104.72
2015,September,116.0
2015,September,82.8
2015,September,73.5
2015,September,128.42
2015,September,55.09
2015,September,93.86
2015,September,122.0
2015,September,88.4
2015,September,94.5
2015,September,85.08
2015,September,55.43
2015,September,93.43
2015,September,36.13
2015,September,55.43
2015,September,90.74
2015,September,38.25
2015,September,106.31
2015,September,93.2
2015,September,83.67
2015,September,42.23
2015,September,68.53
2015,September,86.1
2015,September,60.5
2015,September,44.5
2015,September,68.0
2015,September,78.1
2015,September,70.5
2015,September,76.5
2015,September,39.24
2015,September,56.59
2015,September,59.03
2015,September,62.0
2015,September,148.12
2015,September,44.5
2015,September,44.5
2015,September,81.75
2015,September,48.8
2015,September,80.1
2015,September,106.0
2015,September,104.0
2015,September,90.1
2015,September,55.5
2015,September,58.5
2015,September,58.5
2015,September,73.0
2015,September,55.8
2015,September,58.5
2015,September,58.5
2015,September,73.0
2015,September,73.0
2015,September,64.33
2015,September,100.33
2015,September,44.5
2015,September,71.93
2015,September,52.73
2015,September,48.0
2015,September,62.43
2015,September,52.73
2015,September,44.27
2015,September,54.4
2015,October,120.0
2015,October,118.5
2015,October,87.0
2015,October,48.3
2015,October,93.0
2015,October,65.0
2015,October,56.0
2015,October,65.0
2015,October,66.0
2015,October,86.0
2015,October,74.4
2015,October,74.23
2015,October,103.0
2015,October,82.0
2015,October,69.93
2015,October,43.93
2015,October,57.43
2015,October,36.74
2015,October,63.08
2015,October,47.0
2015,October,55.43
2015,October,76.0
2015,October,56.0
2015,October,78.0
2015,October,0.0
2015,October,47.0
2015,October,56.0
2015,October,106.0
2015,October,44.5
2015,October,77.0
2015,October,50.4
2015,October,44.5
2015,October,59.4
2015,October,55.43
2015,October,42.23
2015,October,72.0
2015,October,60.9
2015,October,67.25
2015,October,63.9
2015,October,74.0
2015,October,42.3
2015,October,90.0
2015,October,67.0
2015,October,110.0
2015,October,38.07
2015,October,40.07
2015,October,38.07
2015,October,81.6
2015,October,59.29
2015,October,40.07
2015,October,59.4
2015,October,74.14
2015,October,116.0
2015,October,86.0
2015,October,40.96
2015,October,44.8
2015,October,93.43
2015,October,47.33
2015,October,83.05
2015,October,87.43
2015,October,68.16
2015,October,56.0
2015,October,136.71
2015,October,51.3
2015,October,92.6
2015,October,47.0
2015,October,56.0
2015,October,56.0
2015,October,63.66
2015,October,68.43
2015,October,60.4
2015,October,78.2
2015,October,41.25
2015,October,40.05
2015,October,107.43
2015,October,57.67
2015,October,63.47
2015,October,60.3
2015,October,88.0
2015,October,67.0
2015,October,54.5
2015,October,67.0
2015,October,54.72
2015,October,83.6
2015,October,73.0
2015,October,65.45
2015,October,0.0
2015,October,43.12
2015,October,66.0
2015,October,0.0
2015,October,62.8
2015,October,87.0
2015,October,96.67
2015,October,118.0
2015,October,98.4
2015,October,43.3
2015,October,58.0
2015,October,66.3
2015,October,0.0
2015,October,47.0
2015,October,0.0
2015,October,67.0
2015,October,49.01
2015,October,64.29
2015,October,47.0
2015,October,41.6
2015,October,55.43
2015,October,48.74
2015,October,55.43
2015,October,67.0
2015,October,68.43
2015,October,40.0
2015,October,67.0
2015,October,67.0
2015,October,87.0
2015,October,67.5
2015,October,73.67
2015,October,50.0
2015,October,50.0
2015,October,73.66
2015,October,50.0
2015,October,56.0
2015,October,48.0
2015,October,45.0
2015,October,50.0
2015,October,67.0
2015,October,71.0
2015,October,45.0
2015,October,50.0
2015,October,66.0
2015,October,45.0
2015,October,71.0
2015,October,85.0
2015,October,41.37
2015,October,53.37
2015,October,44.5
2015,October,48.57
2015,October,77.43
2015,October,62.47
2015,October,58.0
2015,October,48.0
2015,October,67.0
2015,October,56.0
2015,October,42.0
2015,October,67.5
2015,October,89.0
2015,October,56.0
2015,October,43.12
2015,October,104.67
2015,October,113.33
2015,October,50.0
2015,October,50.0
2015,October,67.0
2015,October,72.8
2015,October,54.02
2015,October,63.33
2015,October,83.33
2015,October,43.12
2015,October,78.8
2015,October,55.73
2015,October,44.5
2015,October,83.0
2015,October,67.0
2015,October,77.0
2015,October,71.5
2015,October,70.4
2015,October,73.68
2015,October,82.0
2015,October,45.0
2015,October,45.0
2015,October,60.3
2015,October,67.5
2015,October,61.5
2015,October,107.5
2015,October,101.5
2015,October,76.35
2015,October,82.35
2015,October,111.5
2015,October,67.5
2015,October,117.0
2015,October,77.5
2015,October,102.5
2015,October,101.5
2015,October,101.5
2015,October,61.35
2015,October,61.35
2015,October,90.0
2015,October,79.22
2015,October,106.0
2015,October,50.4
2015,October,66.0
2015,October,50.4
2015,October,46.5
2015,October,66.0
2015,October,56.0
2015,October,82.0
2015,October,50.4
2015,October,37.6
2015,October,56.4
2015,October,56.4
2015,October,56.0
2015,October,56.52
2015,October,58.24
2015,October,69.85
2015,October,92.71
2015,October,0.0
2015,October,0.0
2015,October,0.0
2015,October,48.0
2015,October,53.0
2015,October,48.0
2015,October,37.0
2015,October,56.0
2015,October,48.0
2015,October,61.28
2015,October,79.0
2015,October,74.28
2015,October,47.0
2015,October,50.4
2015,October,56.0
2015,October,8.0
2015,October,56.0
